condition,perturbation,level,macro_auroc,macro_auroc_ci95_low,macro_auroc_ci95_high,f1,optimal_f1,auroc_drop,cosine_drift,l2_drift,auroc_Aortic enlargement,auroc_Atelectasis,auroc_Calcification,auroc_Cardiomegaly,auroc_Consolidation,auroc_ILD,auroc_Infiltration,auroc_Lung Opacity,auroc_Nodule/Mass,auroc_Other lesion,auroc_Pleural effusion,auroc_Pleural thickening,auroc_Pneumothorax,auroc_Pulmonary fibrosis,auroc_No finding,repeat,repeat_count,macro_auroc_std,macro_auroc_ci95_low_std,macro_auroc_ci95_high_std,f1_std,optimal_f1_std,auroc_drop_std,cosine_drift_std,l2_drift_std,auroc_Aortic enlargement_std,auroc_Atelectasis_std,auroc_Calcification_std,auroc_Cardiomegaly_std,auroc_Consolidation_std,auroc_ILD_std,auroc_Infiltration_std,auroc_Lung Opacity_std,auroc_Nodule/Mass_std,auroc_Other lesion_std,auroc_Pleural effusion_std,auroc_Pleural thickening_std,auroc_Pneumothorax_std,auroc_Pulmonary fibrosis_std,auroc_No finding_std,model
gaussian_noise/sigma=0.10,gaussian_noise,sigma=0.10,0.5959632694592687,0.5746064487293099,0.6174904132508269,0.0699074489736425,0.4606242902152814,0.3202630029734058,0.963190746307373,83.79412231445312,0.5704778675629292,0.590976494904826,0.5969966658692661,0.5668319825190081,0.6117667409251737,0.5365034516530233,0.632862274930748,0.5857235912729555,0.6087122794965422,0.6277504905166775,0.5794469424772919,0.5885726087012914,0.645471335246352,0.6167910166198193,0.5805652991931252,mean,5.0,0.0031817967577155,0.0036212797932571,0.0030850268344837,1.5997563173856538e-06,0.0011363386728921,0.0031817967577155,1.867192915424929e-05,0.007877818871822,0.0048005284408444,0.0061528765276992,0.0025988104073542,0.0022849789257897,0.0127185911725097,0.0031040413172439,0.0078423730903361,0.0070739041878103,0.0044547485288173,0.0033573754317394,0.0053856067681095,0.0061323672332594,0.0211610269392944,0.0029406680014181,0.002513835058808,I-JEPA-H/201
low_pass/cutoff=0.35,low_pass,cutoff=0.35,0.8719347648666038,0.8582724064527103,0.8839674281817431,0.2002085698216718,0.6761038284779181,0.0231819957438198,0.0441017895936965,5.673672676086426,0.9272527118905124,0.8260070178811767,0.812021559715328,0.9232595453155544,0.8887275586423797,0.8764771904887785,0.8572819796201029,0.8668231046931408,0.8304078725997037,0.8686837802485283,0.8996705839837099,0.8859006835203844,0.8145949081140484,0.8790724216642456,0.9228405546214622,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,MAE-H/97
low_pass/cutoff=0.25,low_pass,cutoff=0.25,0.7362819719357108,0.7190107070672754,0.7531234149783798,0.1946951685671145,0.5829078663360191,0.1588347886747129,0.1512544602155685,10.72469997406006,0.7648266975444464,0.7318544510671025,0.6627631421565695,0.8033989672197046,0.7816013628620102,0.7088174242391412,0.7430067768104471,0.7292104850102025,0.6770142579291544,0.71398790058862,0.7798646197468918,0.7135070851262731,0.7458636058367423,0.7439031579543096,0.7446096449440462,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,MAE-H/97
low_pass/cutoff=0.15,low_pass,cutoff=0.15,0.7200446837020885,0.6980196700377598,0.7421665549542017,0.1278283039209156,0.4809476647157415,0.1750720769083351,0.2937887907028198,16.219871520996094,0.7775080861644076,0.6603898288790617,0.6655515519406734,0.8285820057101825,0.7333350805923207,0.667622931283287,0.6957824248120301,0.6948524564432585,0.6492925730562988,0.716337475474166,0.7716882918320118,0.7422566448936508,0.6846571829782038,0.7355284008375937,0.7772853206341802,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,MAE-H/97
high_suppression/cutoff=0.35_keep=0.50,high_suppression,cutoff=0.35_keep=0.50,0.886189697612276,0.8738959604433612,0.8970078755110498,0.1785186383685769,0.6845019081105616,0.0089270629981477,0.0155033152550458,3.384458303451538,0.9355259032300652,0.8393818496442993,0.8249170205131273,0.9323788304089548,0.8970934346743547,0.8924202306302246,0.8746073654531065,0.8889373724690001,0.8444776504718001,0.884313276651406,0.9226914817465998,0.9042802084382988,0.8164723121069662,0.8939342847441001,0.9414142430018332,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,MAE-H/97
high_suppression/cutoff=0.25_keep=0.25,high_suppression,cutoff=0.25_keep=0.25,0.8128219402634065,0.797509865609333,0.8260311303693275,0.2186211533431137,0.6258013102146586,0.0822948203470171,0.0934854671359062,8.353157997131348,0.8743069001936279,0.7772303403191694,0.7446025955385444,0.8875442779642616,0.8439365744987551,0.7750250261094909,0.7946614068064899,0.8087050698477477,0.7626646597196545,0.7928744277305428,0.8599147966168836,0.8166736671552042,0.7791379205079675,0.8251971363353392,0.8498543046074195,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,MAE-H/97
high_suppression/cutoff=0.15_keep=0.00,high_suppression,cutoff=0.15_keep=0.00,0.7200452110082638,0.6980197358266492,0.7421676152940602,0.1278283039209156,0.4809476647157415,0.1750715496021598,0.2937887907028198,16.219871520996094,0.7775080861644077,0.6603898288790617,0.6655515519406734,0.8285820057101825,0.7333350805923207,0.6676272648087399,0.6957824248120301,0.6948540260555642,0.6492947608619078,0.716337475474166,0.7716882918320117,0.7422576425879791,0.6846571829782038,0.7355272217925259,0.7772853206341803,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,MAE-H/97
band_corrupt/band=0.00-0.20,band_corrupt,band=0.00-0.20,0.8710730609688309,0.8584747871816878,0.8816533072421565,0.219959828186418,0.6764016160783457,0.0240436996415928,0.0220417473465204,3.9989964962005615,0.9273702913219504,0.8505816189194386,0.830265833383171,0.9159191091840486,0.8831188572926222,0.8759051651289874,0.8849549861495845,0.8735944121801914,0.8132532888187818,0.8229954218443427,0.8974240918473011,0.8990123823843099,0.7827400940228342,0.8789120715350224,0.930048290519876,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,MAE-H/97
band_corrupt/band=0.20-0.45,band_corrupt,band=0.20-0.45,0.7611446749433429,0.7433264593556623,0.7774735920082737,0.1563557425389082,0.5812725458162673,0.1339720856670807,0.1217112839221954,9.855106353759766,0.8015792086560464,0.7716304556815997,0.735534657018121,0.8085267935367056,0.7915083213209279,0.6851000394350816,0.7242994410368025,0.7695196986344373,0.7281892189315194,0.7625817527795946,0.8155200811725543,0.7759886901370932,0.7174735942365225,0.7493975079703448,0.7803206636027927,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,MAE-H/97
band_corrupt/band=0.45-1.00,band_corrupt,band=0.45-1.00,0.7642128258826463,0.7456164027156131,0.7814362334393893,0.1738996150048088,0.5761025343579844,0.1309039347277774,0.1954975724220276,13.26423454284668,0.8244057769318782,0.775668140742165,0.7406330363016566,0.8266056023005646,0.7936259992137334,0.6806755099476077,0.7103500939849623,0.7636524878355047,0.7261217426309238,0.7726226291693918,0.8073646023726293,0.7833327180884976,0.7355607790463398,0.7274059593653908,0.7951673103084506,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,MAE-H/97
gaussian_noise/sigma=0.05,gaussian_noise,sigma=0.05,0.7880079365172882,0.7703055163667083,0.803602312074809,0.1690741045153622,0.6143413798889508,0.1071088240931354,0.1419041723012924,10.99640998840332,0.8421435624229888,0.802081330513363,0.748751569882184,0.8423075733785932,0.8161897523260386,0.7081574283126553,0.7375871834190739,0.7992745251922775,0.7598402026783115,0.7844754741661216,0.8405484012203681,0.802065626337534,0.7590542768178765,0.7596100426342697,0.8180320984576671,mean,5.0,0.0006004053202955,0.0010101574137775,0.000625036769485,0.0013946764833458,0.0021942400872044,0.0006004053202955,2.303918162025609e-05,0.0015851806552067,0.0006312523431509,0.0019068697375655,0.0023556522724335,0.0010812803342502,0.0021387721870496,0.001666352956581,0.0025594708352114,0.0028139533837235,0.0026057054122109,0.001658146870048,0.0020879687891412,0.0009999175577139,0.0069266071169864,0.002927342736909,0.0003451453114351,MAE-H/97
gaussian_noise/sigma=0.10,gaussian_noise,sigma=0.10,0.6470812567556475,0.6291296420908565,0.6662415734380043,0.0828153904300618,0.4710163406366129,0.248035503854776,0.3185157597064972,18.038258361816407,0.6685428951769055,0.6952220726783311,0.6744815650977813,0.7197284742955896,0.6810850478312147,0.6367131942849465,0.6801864859517213,0.5714459268560665,0.6189249560798024,0.6090027795945062,0.5692757017464609,0.6297422656241427,0.6676155442945235,0.6655299100152804,0.6187220318074413,mean,5.0,0.0007465303256413,0.0013306263269301,0.0013518468187247,0.0011497134541201,0.0019073297108402,0.0007465303256413,5.013807681556927e-05,0.0022504990721866,0.002935118640427,0.0059487552291867,0.0017610990845947,0.0033983046591411,0.0092637534377393,0.0038848894341628,0.0064136840888073,0.0032027102358984,0.0030166743897856,0.0032620742269519,0.0029207100535251,0.0029373983682176,0.0093706098243795,0.0007863268923585,0.0004395555886766,MAE-H/97
low_pass/cutoff=0.35,low_pass,cutoff=0.35,0.8594309107825794,0.8461358846206983,0.8715762302262227,0.2047820005198245,0.6585748257087068,0.0314667946549201,0.047975804656744,4.835931301116943,0.9240058693451856,0.8148673332051529,0.8088481550146523,0.917896371526048,0.8608937229720875,0.8845245472549282,0.8520818905817173,0.8524062156647308,0.8159617921628427,0.849537279267495,0.8801419129757941,0.8806059197195282,0.763614994810428,0.8765575185345884,0.9095201387035116,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,MAE-H/300
low_pass/cutoff=0.25,low_pass,cutoff=0.25,0.8161698812264955,0.8010756143292744,0.8317502419944168,0.2466341157255844,0.6232352487033339,0.0747278242110041,0.0963291749358177,7.0258002281188965,0.8919740692659742,0.7618727167852336,0.7721689791280426,0.8860110836634496,0.8173502817455117,0.8444871055950147,0.7915172388207362,0.8014487521582169,0.7765440985037597,0.8053646173969916,0.8333808229840644,0.8311811403845714,0.7390255815373343,0.8332075685260992,0.8570141619024336,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,MAE-H/300
low_pass/cutoff=0.15,low_pass,cutoff=0.15,0.7448739924860347,0.7256811603057658,0.7640750734978119,0.1722631647938527,0.5810300536577212,0.1460237129514648,0.1798843741416931,10.02879238128662,0.8124051113360324,0.7047923476254566,0.7163409784103822,0.8103511659148144,0.7421412658891364,0.744525673971546,0.7011649188761377,0.727496468372312,0.7153796170902622,0.7593541530412034,0.7793607661354777,0.7658246791664463,0.6658068258135417,0.7487348846422306,0.7794310310055416,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,MAE-H/300
high_suppression/cutoff=0.35_keep=0.50,high_suppression,cutoff=0.35_keep=0.50,0.8791001806380123,0.8667135371552017,0.8903006038072864,0.1906575261223182,0.6768915503917952,0.0117975247994872,0.0244384203106164,3.45308780670166,0.9346677796602711,0.8301408383003269,0.8154042820405479,0.9295409178207854,0.8825475036037217,0.8941493072859564,0.8722361001187179,0.8830387694239523,0.8311495387011874,0.8741759319816873,0.9188708814310832,0.9043959409803942,0.7823737712925086,0.8946287422890453,0.9391824046399984,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,MAE-H/300
high_suppression/cutoff=0.25_keep=0.25,high_suppression,cutoff=0.25_keep=0.25,0.8474965856555227,0.8340964521900266,0.8610738800811507,0.227803394959202,0.6432896424396525,0.0434011197819769,0.0765327960252761,6.240335464477539,0.90284432208238,0.8039079023264757,0.8021200885114526,0.89604599067543,0.8553898571615778,0.8743797641695449,0.8341350910170163,0.8431094019777114,0.8126735203323714,0.8361641595814256,0.8669843840128986,0.8670881592639409,0.7575706697600586,0.8669117508347638,0.8931237231257936,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,MAE-H/300
high_suppression/cutoff=0.15_keep=0.00,high_suppression,cutoff=0.15_keep=0.00,0.7448734009326066,0.725680798415515,0.7640751465039304,0.1722631647938527,0.5810300536577212,0.146024304504893,0.1798843592405319,10.02879238128662,0.8124057989350466,0.7047923476254566,0.7163409784103821,0.8103511659148146,0.742136024112174,0.744525673971546,0.7011618272655322,0.727496468372312,0.7153818048958713,0.7593541530412034,0.7793590287092315,0.7658241803192821,0.6658068258135417,0.7487337055971627,0.7794310310055417,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,MAE-H/300
band_corrupt/band=0.00-0.20,band_corrupt,band=0.00-0.20,0.8484294880025919,0.8359206067951609,0.8597114845270555,0.266115612435141,0.6520914352425348,0.0424682174349076,0.0202717520296573,3.1895499229431152,0.9035566746611512,0.8342025572005384,0.8063288678906765,0.8949130588643539,0.8285257502293277,0.8781585983645275,0.8426833943411159,0.8502071888243603,0.8121396957637519,0.8166399607586657,0.8850153935965419,0.8697819339506401,0.7573569815007021,0.858080703276802,0.888851560815723,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,MAE-H/300
band_corrupt/band=0.20-0.45,band_corrupt,band=0.20-0.45,0.7406113312619842,0.7213702389645179,0.7580924675886357,0.1539489761352437,0.49241746530769,0.1502863741755153,0.1391408443450927,8.931071281433105,0.7942091786217215,0.7574144395308594,0.7375418635249087,0.8092890960252045,0.7532328659415543,0.6816830546154212,0.6947281855955678,0.7285685135771465,0.7308408393297439,0.7463276651406148,0.7458284395827397,0.744546353377345,0.682932413456255,0.7381140466713199,0.7639130139393606,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,MAE-H/300
band_corrupt/band=0.45-1.00,band_corrupt,band=0.45-1.00,0.7242055520209164,0.7038339142286814,0.7446457391667901,0.1354132795225831,0.4697038924476484,0.1666921534165831,0.2120664119720459,11.236791610717772,0.7476336279924309,0.7493991540088445,0.7066450870163268,0.7304356676824973,0.7476346481457213,0.760444879723001,0.739015507518797,0.7126134044890913,0.6628482166102577,0.7026177240026161,0.7200537212195343,0.7348342979374666,0.6892056902130778,0.7352713690128091,0.7244302847412762,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,MAE-H/300
gaussian_noise/sigma=0.05,gaussian_noise,sigma=0.05,0.7784829323185266,0.7607126312159846,0.7948322377893373,0.1570663722015524,0.5196122567651233,0.112414773118973,0.1685793220996856,9.791812324523926,0.81654899555536,0.7848947317823495,0.7674017702290534,0.8040699651960599,0.8039711702267068,0.7452259716847446,0.7597058023347844,0.7682935175011772,0.7412919867243957,0.7733901242642249,0.7964281991229473,0.7855668549980994,0.7354295134013065,0.7927321303929522,0.8022932513637377,mean,5.0,0.0062261584479146,0.0069407576988371,0.0062860782683537,0.0024346118046762,0.0031570454483857,0.0062261584479146,0.0001841306475126,0.003887057922602,0.0095080478798475,0.0077215017319794,0.0087884539956427,0.010586141346618,0.0052634391862881,0.0261641294909654,0.018959050233267,0.0073229366291853,0.0070781308732617,0.010189391132747,0.0063149976538221,0.0100986225258657,0.0090049461197626,0.008324625679271,0.0071868793866084,MAE-H/300
gaussian_noise/sigma=0.10,gaussian_noise,sigma=0.10,0.6196289370270651,0.597441229600624,0.6390119712672816,0.1171417435334059,0.3480382212880336,0.2712687684104345,0.3190973341464996,15.1429536819458,0.6267456763773984,0.651355508556047,0.6401815082829975,0.7111471385526645,0.6271319617350282,0.6417626181427377,0.6715692397111199,0.5527229634280333,0.5723067566000626,0.590892740353172,0.5586006074042158,0.6134401398368371,0.6064900177055986,0.6185593484125338,0.6115278303075303,mean,5.0,0.0008828984347593,0.0019841183563484,0.0007837337662986,0.0001030065158526,0.0013955545527557,0.0008828984347593,2.6168894747570865e-05,0.0012260881497789,0.0029028770740537,0.0142225498017808,0.0029211373009207,0.0015194525480213,0.0048318140204282,0.0057756272686317,0.0040108903281584,0.0033611172574143,0.005809610916516,0.0034833221317238,0.0043181780949741,0.0029249435994202,0.014245639376431,0.0032792971467252,0.0020204523448331,MAE-H/300
